pokédex_number, name, form_symbol, species, type_1, type_2, ability_1, ability_2, ability_hidden, height_m, weight_kg, catch_rate, friendship, exp, male_percent, egg_cycles, growth_rate, egg_type_1, egg_type_2, hp, attack, defense, sp_attack, sp_defense, speed
493, Arceus, types, Alpha, Normal, , Multitype, , , 3.2, 320, 3, 0, 324, , 120, Slow, Undiscovered, , 120, 120, 120, 120, 120, 120
494, Victini, , Victory, Psychic, Fire, Victory Star, , , 0.4, 4, 3, 100, 270, , 120, Slow, Undiscovered, , 100, 100, 100, 100, 100, 100
495, Snivy, , Grass Snake, Grass, , Overgrow, , Contrary, 0.6, 8.1, 45, 70, 62, 87.5, 20, Medium Slow, Field, Grass, 45, 45, 55, 45, 55, 63
496, Servine, , Grass Snake, Grass, , Overgrow, , Contrary, 0.8, 16, 45, 70, 145, 87.5, 20, Medium Slow, Field, Grass, 60, 60, 75, 60, 75, 83
497, Serperior, , Regal, Grass, , Overgrow, , Contrary, 3.3, 63, 45, 70, 238, 87.5, 20, Medium Slow, Field, Grass, 75, 75, 95, 75, 95, 113
498, Tepig, , Fire Pig, Fire, , Blaze, , Thick Fat, 0.5, 9.9, 45, 70, 62, 87.5, 20, Medium Slow, Field, , 65, 63, 45, 45, 45, 45
499, Pignite, , Fire Pig, Fire, Fighting, Blaze, , Thick Fat, 1, 55.5, 45, 70, 146, 87.5, 20, Medium Slow, Field, , 90, 93, 55, 70, 55, 55
500, Emboar, , Mega Fire Pig, Fire, Fighting, Blaze, , Reckless, 1.6, 150, 45, 70, 238, 87.5, 20, Medium Slow, Field, , 110, 123, 65, 100, 65, 65
501, Oshawott, , Sea Otter, Water, , Torrent, , Shell Armor, 0.5, 5.9, 45, 70, 62, 87.5, 20, Medium Slow, Field, , 55, 55, 45, 63, 45, 45
502, Dewott, , Discipline, Water, , Torrent, , Shell Armor, 0.8, 24.5, 45, 70, 145, 87.5, 20, Medium Slow, Field, , 75, 75, 60, 83, 60, 60
503, Samurott, , Formidable, Water, , Torrent, , Shell Armor, 1.5, 94.6, 45, 70, 238, 87.5, 20, Medium Slow, Field, , 95, 100, 85, 108, 70, 70
503, Hisuian Samurott, h, Formidable, Water, Dark, Torrent, , Sharpness, 1.5, 58.2, 45, 70, 238, 87.5, 20, Medium Slow, Field, , 90, 108, 80, 100, 70, 85
504, Patrat, , Scout, Normal, , Run Away, Keen Eye, Analytic, 0.5, 11.6, 255, 70, 51, 50, 15, Medium Fast, Field, , 45, 55, 39, 35, 39, 42
505, Watchog, , Lookout, Normal, , Illuminate, Keen Eye, Analytic, 1.1, 27, 255, 70, 147, 50, 20, Medium Fast, Field, , 60, 85, 69, 60, 69, 77
506, Lillipup, , Puppy, Normal, , Vital Spirit, Pickup, Run Away, 0.4, 4.1, 255, 70, 55, 50, 15, Medium Slow, Field, , 45, 60, 45, 25, 45, 55
507, Herdier, , Loyal Dog, Normal, , Intimidate, Sand Rush, Scrappy, 0.9, 14.7, 120, 70, 130, 50, 15, Medium Slow, Field, , 65, 80, 65, 35, 65, 60
508, Stoutland, , Big-Hearted, Normal, , Intimidate, Sand Rush, Scrappy, 1.2, 61, 45, 70, 225, 50, 15, Medium Slow, Field, , 85, 110, 90, 45, 90, 80
509, Purrloin, , Devious, Dark, , Limber, Unburden, Prankster, 0.4, 10.1, 255, 70, 56, 50, 20, Medium Fast, Field, , 41, 50, 37, 50, 37, 66
510, Liepard, , Cruel, Dark, , Limber, Unburden, Prankster, 1.1, 37.5, 90, 70, 156, 50, 20, Medium Fast, Field, , 64, 88, 50, 88, 50, 106
511, Pansage, , Grass Monkey, Grass, , Gluttony, , Overgrow, 0.6, 10.5, 190, 70, 63, 87.5, 20, Medium Fast, Field, , 50, 53, 48, 53, 48, 64
512, Simisage, , Thorn Monkey, Grass, , Gluttony, , Overgrow, 1.1, 30.5, 75, 70, 174, 87.5, 20, Medium Fast, Field, , 75, 98, 63, 98, 63, 101
513, Pansear, , High Temp, Fire, , Gluttony, , Blaze, 0.6, 11, 190, 70, 63, 87.5, 20, Medium Fast, Field, , 50, 53, 48, 53, 48, 64
514, Simisear, , Ember, Fire, , Gluttony, , Blaze, 1, 28, 75, 70, 174, 87.5, 20, Medium Fast, Field, , 75, 98, 63, 98, 63, 101
515, Panpour, , Spray, Water, , Gluttony, , Torrent, 0.6, 13.5, 190, 70, 63, 87.5, 20, Medium Fast, Field, , 50, 53, 48, 53, 48, 64
516, Simipour, , Geyser, Water, , Gluttony, , Torrent, 1, 29, 75, 70, 174, 87.5, 20, Medium Fast, Field, , 75, 98, 63, 98, 63, 101
517, Munna, , Dream Eater, Psychic, , Forewarn, Synchronize, Telepathy, 0.6, 23.3, 190, 70, 58, 50, 10, Fast, Field, , 76, 25, 45, 67, 55, 24
518, Musharna, , Drowsing, Psychic, , Forewarn, Synchronize, Telepathy, 1.1, 60.5, 75, 70, 170, 50, 10, Fast, Field, , 116, 55, 85, 107, 95, 29
519, Pidove, , Tiny Pigeon, Normal, Flying, Big Pecks, Super Luck, Rivalry, 0.3, 2.1, 255, 70, 53, 50, 15, Medium Slow, Flying, , 50, 55, 50, 36, 30, 43
520, Tranquill, , Wild Pigeon, Normal, Flying, Big Pecks, Super Luck, Rivalry, 0.6, 15, 120, 70, 125, 50, 15, Medium Slow, Flying, , 62, 77, 62, 50, 42, 65
521, Unfezant, , Proud, Normal, Flying, Big Pecks, Super Luck, Rivalry, 1.2, 29, 45, 70, 220, 50, 15, Medium Slow, Flying, , 80, 115, 80, 65, 55, 93
522, Blitzle, , Electrified, Electric, , Lightning Rod, Motor Drive, Sap Sipper, 0.8, 29.8, 190, 70, 59, 50, 20, Medium Fast, Field, , 45, 60, 32, 50, 32, 76
523, Zebstrika, , Thunderbolt, Electric, , Lightning Rod, Motor Drive, Sap Sipper, 1.6, 79.5, 75, 70, 174, 50, 20, Medium Fast, Field, , 75, 100, 63, 80, 63, 116
524, Roggenrola, , Mantle, Rock, , Sturdy, Weak Armor, Sand Force, 0.4, 18, 255, 70, 56, 50, 15, Medium Slow, Mineral, , 55, 75, 85, 25, 25, 15
525, Boldore, , Ore, Rock, , Sturdy, Weak Armor, Sand Force, 0.9, 102, 120, 70, 137, 50, 15, Medium Slow, Mineral, , 70, 105, 105, 50, 40, 20
526, Gigalith, , Compressed, Rock, , Sturdy, Sand Stream, Sand Force, 1.7, 260, 45, 70, 232, 50, 15, Medium Slow, Mineral, , 85, 135, 130, 60, 80, 25
527, Woobat, , Bat, Psychic, Flying, Unaware, Klutz, Simple, 0.4, 2.1, 190, 70, 65, 50, 15, Medium Fast, Field, Flying, 65, 45, 43, 55, 43, 72
528, Swoobat, , Courting, Psychic, Flying, Unaware, Klutz, Simple, 0.9, 10.5, 45, 70, 149, 50, 15, Medium Fast, Field, Flying, 67, 57, 55, 77, 55, 114
529, Drilbur, , Mole, Ground, , Sand Rush, Sand Force, Mold Breaker, 0.3, 8.5, 120, 70, 66, 50, 20, Medium Fast, Field, , 60, 85, 40, 30, 45, 68
530, Excadrill, , Subterrene, Ground, Steel, Sand Rush, Sand Force, Mold Breaker, 0.7, 40.4, 60, 70, 178, 50, 20, Medium Fast, Field, , 110, 135, 60, 50, 65, 88
531, Audino, , Hearing, Normal, , Healer, Regenerator, Klutz, 1.1, 31, 255, 70, 390, 50, 20, Fast, Fairy, , 103, 60, 86, 60, 86, 50
531, Mega Audino, m, Hearing, Normal, Fairy, Healer, , , 1.5, 32, 255, 70, 425, 50, 20, Fast, Fairy, , 103, 60, 126, 80, 126, 50
532, Timburr, , Muscular, Fighting, , Guts, Sheer Force, Iron Fist, 0.6, 12.5, 180, 70, 61, 75, 20, Medium Slow, Human-Like, , 75, 80, 55, 25, 35, 35
533, Gurdurr, , Muscular, Fighting, , Guts, Sheer Force, Iron Fist, 1.2, 40, 90, 70, 142, 75, 20, Medium Slow, Human-Like, , 85, 105, 85, 40, 50, 40
534, Conkeldurr, , Muscular, Fighting, , Guts, Sheer Force, Iron Fist, 1.4, 87, 45, 70, 227, 75, 20, Medium Slow, Human-Like, , 105, 140, 95, 55, 65, 45
535, Tympole, , Tadpole, Water, , Swift Swim, Hydration, Water Absorb, 0.5, 4.5, 255, 70, 59, 50, 20, Medium Slow, Water 1, , 50, 50, 40, 50, 40, 64
536, Palpitoad, , Vibration, Water, Ground, Swift Swim, Hydration, Water Absorb, 0.8, 17, 120, 70, 134, 50, 20, Medium Slow, Water 1, , 75, 65, 55, 65, 55, 69
537, Seismitoad, , Vibration, Water, Ground, Swift Swim, Poison Touch, Water Absorb, 1.5, 62, 45, 70, 229, 50, 20, Medium Slow, Water 1, , 105, 95, 75, 85, 75, 74
538, Throh, , Judo, Fighting, , Guts, Inner Focus, Mold Breaker, 1.3, 55.5, 45, 70, 163, 100, 20, Medium Fast, Human-Like, , 120, 100, 85, 30, 85, 45
539, Sawk, , Karate, Fighting, , Sturdy, Inner Focus, Mold Breaker, 1.4, 51, 45, 70, 163, 100, 20, Medium Fast, Human-Like, , 75, 125, 75, 30, 75, 85
540, Sewaddle, , Sewing, Bug, Grass, Swarm, Chlorophyll, Overcoat, 0.3, 2.5, 255, 70, 62, 50, 15, Medium Slow, Bug, , 45, 53, 70, 40, 60, 42
541, Swadloon, , Leaf-Wrapped, Bug, Grass, Leaf Guard, Chlorophyll, Overcoat, 0.5, 7.3, 120, 70, 133, 50, 15, Medium Slow, Bug, , 55, 63, 90, 50, 80, 42
542, Leavanny, , Nurturing, Bug, Grass, Swarm, Chlorophyll, Overcoat, 1.2, 20.5, 45, 70, 225, 50, 15, Medium Slow, Bug, , 75, 103, 80, 70, 80, 92
543, Venipede, , Centipede, Bug, Poison, Poison Point, Swarm, Speed Boost, 0.4, 5.3, 255, 70, 52, 50, 15, Medium Slow, Bug, , 30, 45, 59, 30, 39, 57
544, Whirlipede, , Curlipede, Bug, Poison, Poison Point, Swarm, Speed Boost, 1.2, 58.5, 120, 70, 126, 50, 15, Medium Slow, Bug, , 40, 55, 99, 40, 79, 47
545, Scolipede, , Megapede, Bug, Poison, Poison Point, Swarm, Speed Boost, 2.5, 200.5, 45, 70, 218, 50, 20, Medium Slow, Bug, , 60, 100, 89, 55, 69, 112
546, Cottonee, , Cotton Puff, Grass, Fairy, Prankster, Infiltrator, Chlorophyll, 0.3, 0.6, 190, 70, 56, 50, 20, Medium Fast, Fairy, Grass, 40, 27, 60, 37, 50, 66
547, Whimsicott, , Windveiled, Grass, Fairy, Prankster, Infiltrator, Chlorophyll, 0.7, 6.6, 75, 70, 168, 50, 20, Medium Fast, Fairy, Grass, 60, 67, 85, 77, 75, 116
548, Petilil, , Bulb, Grass, , Chlorophyll, Own Tempo, Leaf Guard, 0.5, 6.6, 190, 70, 56, 0, 20, Medium Fast, Grass, , 45, 35, 50, 70, 50, 30
549, Lilligant, , Flowering, Grass, , Chlorophyll, Own Tempo, Leaf Guard, 1.1, 16.3, 75, 70, 168, 0, 20, Medium Fast, Grass, , 70, 60, 75, 110, 75, 90
549, Hisuian Lilligant, h, Flowering, Grass, Fighting, Chlorophyll, Hustle, Leaf Guard, 1.2, 19.2, 75, 70, 168, 0, 20, Medium Fast, Grass, , 70, 105, 75, 50, 75, 105
550, Basculin Red-Striped, , Hostile, Water, , Reckless, Adaptability, Mold Breaker, 1, 18, 25, 70, 161, 50, 40, Medium Fast, Water 2, , 70, 92, 65, 80, 55, 98
550, Basculin Blue-Striped, b, Hostile, Water, , Rock Head, Adaptability, Mold Breaker, 1, 18, 25, 70, 161, 50, 40, Medium Fast, Water 2, , 70, 92, 65, 80, 55, 98
550, Basculin White-Striped, w, Hostile, Water, , Rattled, Adaptability, Mold Breaker, 1, 18, 25, 70, 161, 50, 40, Medium Fast, Water 2, , 70, 92, 65, 80, 55, 98
551, Sandile, , Desert Croc, Ground, Dark, Intimidate, Moxie, Anger Point, 0.7, 15.2, 180, 70, 58, 50, 20, Medium Slow, Field, , 50, 72, 35, 35, 35, 65
552, Krokorok, , Desert Croc, Ground, Dark, Intimidate, Moxie, Anger Point, 1, 33.4, 90, 70, 123, 50, 20, Medium Slow, Field, , 60, 82, 45, 45, 45, 74
553, Krookodile, , Intimidation, Ground, Dark, Intimidate, Moxie, Anger Point, 1.5, 96.3, 45, 70, 234, 50, 20, Medium Slow, Field, , 95, 117, 80, 65, 70, 92
554, Darumaka, , Zen Charm, Fire, , Hustle, , Inner Focus, 0.6, 37.5, 120, 70, 63, 50, 20, Medium Slow, Field, , 70, 90, 45, 15, 45, 50
554, Galarian Darumaka, g, Zen Charm, Ice, , Hustle, , Inner Focus, 0.7, 40, 120, 70, 63, , 20, Medium Slow, Field, , 70, 90, 45, 15, 45, 50
555, Darmanitan, , Blazing, Fire, , Sheer Force, , Zen Mode, 1.3, 92.9, 60, 70, 168, 50, 20, Medium Slow, Field, , 105, 140, 55, 30, 55, 95
555, Darmanitan Zen Mode, z, Blazing, Fire, Psychic, Sheer Force, , Zen Mode, 1.3, 92.9, 60, 70, 189, 50, 20, Medium Slow, Field, , 105, 30, 105, 140, 105, 55
555, Galarian Darmanitan, g, Zen Charm, Ice, , Gorilla Tactics, , Zen Mode, 1.7, 120, 60, 70, 189, 50, 20, Medium Slow, Field, , 105, 140, 55, 30, 55, 95
555, Galarian Darmanitan Zen Mode, gz, Zen Charm, Ice, Fire, Gorilla Tactics, , Zen Mode, 1.7, 120, 60, 70, 189, 50, 20, Medium Slow, Field, , 105, 160, 55, 30, 55, 135
556, Maractus, , Cactus, Grass, , Water Absorb, Chlorophyll, Storm Drain, 1, 28, 255, 70, 161, 50, 20, Medium Fast, Grass, , 75, 86, 67, 106, 67, 60
557, Dwebble, , Rock Inn, Bug, Rock, Sturdy, Shell Armor, Weak Armor, 0.3, 14.5, 190, 70, 65, 50, 20, Medium Fast, Bug, Mineral, 50, 65, 85, 35, 35, 55
558, Crustle, , Stone Home, Bug, Rock, Sturdy, Shell Armor, Weak Armor, 1.4, 200, 75, 70, 170, 50, 20, Medium Fast, Bug, Mineral, 70, 105, 125, 65, 75, 45
559, Scraggy, , Shedding, Dark, Fighting, Shed Skin, Moxie, Intimidate, 0.6, 11.8, 180, 35, 70, 50, 15, Medium Fast, Dragon, Field, 50, 75, 70, 35, 70, 48
560, Scrafty, , Hoodlum, Dark, Fighting, Shed Skin, Moxie, Intimidate, 1.1, 30, 90, 70, 171, 50, 15, Medium Fast, Dragon, Field, 65, 90, 115, 45, 115, 58
561, Sigilyph, , Avianoid, Psychic, Flying, Wonder Skin, Magic Guard, Tinted Lens, 1.4, 14, 45, 70, 172, 50, 20, Medium Fast, Flying, , 72, 58, 80, 103, 80, 97
562, Yamask, , Spirit, Ghost, , Mummy, , , 0.5, 1.5, 190, 70, 61, 50, 25, Medium Fast, Amorphous, Mineral, 38, 30, 85, 55, 65, 30
562, Galarian Yamask, g, Spirit, Ground, Ghost, Wandering Spirit, , , 0.5, 1.5, 190, 70, 61, , 25, Medium Fast, Amorphous, Mineral, 38, 55, 85, 30, 65, 30
563, Cofagrigus, , Coffin, Ghost, , Mummy, , , 1.7, 76.5, 90, 70, 169, 50, 25, Medium Fast, Amorphous, Mineral, 58, 50, 145, 95, 105, 30
564, Tirtouga, , Prototurtle, Water, Rock, Solid Rock, Sturdy, Swift Swim, 0.7, 16.5, 45, 70, 71, 87.5, 30, Medium Fast, Water 1, Water 3, 54, 78, 103, 53, 45, 22
565, Carracosta, , Prototurtle, Water, Rock, Solid Rock, Sturdy, Swift Swim, 1.2, 81, 45, 70, 173, 87.5, 30, Medium Fast, Water 1, Water 3, 74, 108, 133, 83, 65, 32
566, Archen, , First Bird, Rock, Flying, Defeatist, , , 0.5, 9.5, 45, 70, 71, 87.5, 30, Medium Fast, Flying, Water 3, 55, 112, 45, 74, 45, 70
567, Archeops, , First Bird, Rock, Flying, Defeatist, , , 1.4, 32, 45, 70, 177, 87.5, 30, Medium Fast, Flying, Water 3, 75, 140, 65, 112, 65, 110
568, Trubbish, , Trash Bag, Poison, , Stench, Sticky Hold, Aftermath, 0.6, 31, 190, 70, 66, 50, 20, Medium Fast, Mineral, , 50, 50, 62, 40, 62, 65
569, Garbodor, , Trash Heap, Poison, , Stench, Weak Armor, Aftermath, 1.9, 107.3, 60, 70, 166, 50, 20, Medium Fast, Mineral, , 80, 95, 82, 60, 82, 75
570, Zorua, , Tricky Fox, Dark, , Illusion, , , 0.7, 12.5, 75, 70, 66, 87.5, 25, Medium Slow, Field, , 40, 65, 40, 80, 40, 65
570, Hisuian Zorua, h, Tricky Fox, Normal, Ghost, Illusion, , , 0.7, 12.5, 75, 70, 66, 87.5, 25, Medium Slow, Field, , 35, 60, 40, 85, 40, 70
571, Zoroark, , Illusion Fox, Dark, , Illusion, , , 1.6, 81.1, 45, 70, 179, 87.5, 20, Medium Slow, Field, , 60, 105, 60, 120, 60, 105
571, Hisuian Zoroark, h, Illusion Fox, Normal, Ghost, Illusion, , , 1.6, 73, 45, 70, 179, 87.5, 20, Medium Slow, Field, , 55, 100, 60, 125, 60, 110
572, Minccino, , Chinchilla, Normal, , Cute Charm, Technician, Skill Link, 0.4, 5.8, 255, 70, 60, 25, 15, Fast, Field, , 55, 50, 40, 40, 40, 75
573, Cinccino, , Scarf, Normal, , Cute Charm, Technician, Skill Link, 0.5, 7.5, 60, 70, 165, 25, 15, Fast, Field, , 75, 95, 60, 65, 60, 115
574, Gothita, , Fixation, Psychic, , Frisk, Competitive, Shadow Tag, 0.4, 5.8, 200, 70, 58, 25, 20, Medium Slow, Human-Like, , 45, 30, 50, 55, 65, 45
575, Gothorita, , Manipulate, Psychic, , Frisk, Competitive, Shadow Tag, 0.7, 18, 100, 70, 137, 25, 20, Medium Slow, Human-Like, , 60, 45, 70, 75, 85, 55
576, Gothitelle, , Astral Body, Psychic, , Frisk, Competitive, Shadow Tag, 1.5, 44, 50, 70, 221, 25, 20, Medium Slow, Human-Like, , 70, 55, 95, 95, 110, 65
577, Solosis, , Cell, Psychic, , Overcoat, Magic Guard, Regenerator, 0.3, 1, 200, 70, 58, 50, 20, Medium Slow, Amorphous, , 45, 30, 40, 105, 50, 20
578, Duosion, , Mitosis, Psychic, , Overcoat, Magic Guard, Regenerator, 0.6, 8, 100, 70, 130, 50, 20, Medium Slow, Amorphous, , 65, 40, 50, 125, 60, 30
579, Reuniclus, , Multiplying, Psychic, , Overcoat, Magic Guard, Regenerator, 1, 20.1, 50, 70, 221, 50, 20, Medium Slow, Amorphous, , 110, 65, 75, 125, 85, 30
580, Ducklett, , Water Bird, Water, Flying, Keen Eye, Big Pecks, Hydration, 0.5, 5.5, 190, 70, 61, 50, 20, Medium Fast, Flying, Water 1, 62, 44, 50, 44, 50, 55
581, Swanna, , White Bird, Water, Flying, Keen Eye, Big Pecks, Hydration, 1.3, 24.2, 45, 70, 166, 50, 20, Medium Fast, Flying, Water 1, 75, 87, 63, 87, 63, 98
582, Vanillite, , Fresh Snow, Ice, , Ice Body, Snow Cloak, Weak Armor, 0.4, 5.7, 255, 70, 61, 50, 20, Slow, Mineral, , 36, 50, 50, 65, 60, 44
583, Vanillish, , Icy Snow, Ice, , Ice Body, Snow Cloak, Weak Armor, 1.1, 41, 120, 70, 138, 50, 20, Slow, Mineral, , 51, 65, 65, 80, 75, 59
584, Vanilluxe, , Snowstorm, Ice, , Ice Body, Snow Warning, Weak Armor, 1.3, 57.5, 45, 70, 241, 50, 20, Slow, Mineral, , 71, 95, 85, 110, 95, 79
585, Deerling, ~s~a~w, Season, Normal, Grass, Chlorophyll, Sap Sipper, Serene Grace, 0.6, 19.5, 190, 70, 67, 50, 20, Medium Fast, Field, , 60, 60, 50, 40, 50, 75
586, Sawsbuck, ~s~a~w, Season, Normal, Grass, Chlorophyll, Sap Sipper, Serene Grace, 1.9, 92.5, 75, 70, 166, 50, 20, Medium Fast, Field, , 80, 100, 70, 60, 70, 95
587, Emolga, , Sky Squirrel, Electric, Flying, Static, , Motor Drive, 0.4, 5, 200, 70, 150, 50, 20, Medium Fast, Field, , 55, 75, 60, 75, 60, 103
588, Karrablast, , Clamping, Bug, , Swarm, Shed Skin, No Guard, 0.5, 5.9, 200, 70, 63, 50, 15, Medium Fast, Bug, , 50, 75, 45, 40, 45, 60
589, Escavalier, , Cavalry, Bug, Steel, Swarm, Shell Armor, Overcoat, 1, 33, 75, 70, 173, 50, 15, Medium Fast, Bug, , 70, 135, 105, 60, 105, 20
590, Foongus, , Mushroom, Grass, Poison, Effect Spore, , Regenerator, 0.2, 1, 190, 70, 59, 50, 20, Medium Fast, Grass, , 69, 55, 45, 55, 55, 15
591, Amoonguss, , Mushroom, Grass, Poison, Effect Spore, , Regenerator, 0.6, 10.5, 75, 70, 162, 50, 20, Medium Fast, Grass, , 114, 85, 70, 85, 80, 30
592, Frillish, , Floating, Water, Ghost, Water Absorb, Cursed Body, Damp, 1.2, 33, 190, 70, 67, 50, 20, Medium Fast, Amorphous, , 55, 40, 50, 65, 85, 40
593, Jellicent, , Floating, Water, Ghost, Water Absorb, Cursed Body, Damp, 2.2, 135, 60, 70, 168, 50, 20, Medium Fast, Amorphous, , 100, 60, 70, 85, 105, 60
594, Alomomola, , Caring, Water, , Healer, Hydration, Regenerator, 1.2, 31.6, 75, 70, 165, 50, 40, Fast, Water 1, Water 2, 165, 75, 80, 40, 45, 65
595, Joltik, , Attaching, Bug, Electric, Compound Eyes, Unnerve, Swarm, 0.1, 0.6, 190, 70, 64, 50, 20, Medium Fast, Bug, , 50, 47, 50, 57, 50, 65
596, Galvantula, , EleSpider, Bug, Electric, Compound Eyes, Unnerve, Swarm, 0.8, 14.3, 75, 70, 165, 50, 20, Medium Fast, Bug, , 70, 77, 60, 97, 60, 108
597, Ferroseed, , Thorn Seed, Grass, Steel, Iron Barbs, , Anticipation, 0.6, 18.8, 255, 70, 61, 50, 20, Medium Fast, Grass, Mineral, 44, 50, 91, 24, 86, 10
598, Ferrothorn, , Thorn Pod, Grass, Steel, Iron Barbs, , Anticipation, 1, 110, 90, 70, 171, 50, 20, Medium Fast, Grass, Mineral, 74, 94, 131, 54, 116, 20
599, Klink, , Gear, Steel, , Plus, Minus, Clear Body, 0.3, 21, 130, 70, 60, , 20, Medium Slow, Mineral, , 40, 55, 70, 45, 60, 30
600, Klang, , Gear, Steel, , Plus, Minus, Clear Body, 0.6, 51, 60, 70, 154, , 20, Medium Slow, Mineral, , 60, 80, 95, 70, 85, 50
601, Klinklang, , Gear, Steel, , Plus, Minus, Clear Body, 0.6, 81, 30, 70, 234, , 20, Medium Slow, Mineral, , 60, 100, 115, 70, 85, 90
602, Tynamo, , EleFish, Electric, , Levitate, , , 0.2, 0.3, 190, 70, 55, 50, 20, Slow, Amorphous, , 35, 55, 40, 45, 40, 60
603, Eelektrik, , EleFish, Electric, , Levitate, , , 1.2, 22, 60, 70, 142, 50, 20, Slow, Amorphous, , 65, 85, 70, 75, 70, 40
604, Eelektross, , EleFish, Electric, , Levitate, , , 2.1, 80.5, 30, 70, 232, 50, 20, Slow, Amorphous, , 85, 115, 80, 105, 80, 50
605, Elgyem, , Cerebral, Psychic, , Telepathy, Synchronize, Analytic, 0.5, 9, 255, 70, 67, 50, 20, Medium Fast, Human-Like, , 55, 55, 55, 85, 55, 30
606, Beheeyem, , Cerebral, Psychic, , Telepathy, Synchronize, Analytic, 1, 34.5, 90, 70, 170, 50, 20, Medium Fast, Human-Like, , 75, 75, 75, 125, 95, 40
607, Litwick, , Candle, Ghost, Fire, Flash Fire, Flame Body, Infiltrator, 0.3, 3.1, 190, 70, 55, 50, 20, Medium Slow, Amorphous, , 50, 30, 55, 65, 55, 20
608, Lampent, , Lamp, Ghost, Fire, Flash Fire, Flame Body, Infiltrator, 0.6, 13, 90, 70, 130, 50, 20, Medium Slow, Amorphous, , 60, 40, 60, 95, 60, 55
609, Chandelure, , Luring, Ghost, Fire, Flash Fire, Flame Body, Infiltrator, 1, 34.3, 45, 70, 234, 50, 20, Medium Slow, Amorphous, , 60, 55, 90, 145, 90, 80
610, Axew, , Tusk, Dragon, , Rivalry, Mold Breaker, Unnerve, 0.6, 18, 75, 35, 64, 50, 40, Slow, Dragon, Monster, 46, 87, 60, 30, 40, 57
611, Fraxure, , Axe Jaw, Dragon, , Rivalry, Mold Breaker, Unnerve, 1, 36, 60, 35, 144, 50, 40, Slow, Dragon, Monster, 66, 117, 70, 40, 50, 67
612, Haxorus, , Axe Jaw, Dragon, , Rivalry, Mold Breaker, Unnerve, 1.8, 105.5, 45, 35, 243, 50, 40, Slow, Dragon, Monster, 76, 147, 90, 60, 70, 97
613, Cubchoo, , Chill, Ice, , Snow Cloak, Slush Rush, Rattled, 0.5, 8.5, 120, 70, 61, 50, 20, Medium Fast, Field, , 55, 70, 40, 60, 40, 40
614, Beartic, , Freezing, Ice, , Snow Cloak, Slush Rush, Swift Swim, 2.6, 260, 60, 70, 177, 50, 20, Medium Fast, Field, , 95, 130, 80, 70, 80, 50
615, Cryogonal, , Crystallizing, Ice, , Levitate, , , 1.1, 148, 25, 70, 180, , 25, Medium Fast, Mineral, , 80, 50, 50, 95, 135, 105
616, Shelmet, , Snail, Bug, , Hydration, Shell Armor, Overcoat, 0.4, 7.7, 200, 70, 61, 50, 15, Medium Fast, Bug, , 50, 40, 85, 40, 65, 25
617, Accelgor, , Shell Out, Bug, , Hydration, Sticky Hold, Unburden, 0.8, 25.3, 75, 70, 173, 50, 15, Medium Fast, Bug, , 80, 70, 40, 100, 60, 145
618, Stunfisk, , Trap, Ground, Electric, Static, Limber, Sand Veil, 0.7, 11, 75, 70, 165, 50, 20, Medium Fast, Amorphous, Water 1, 109, 66, 84, 81, 99, 32
618, Galarian Stunfisk, g, Trap, Ground, Steel, Mimicry, , , 0.7, 20.5, 75, 70, 165, , 20, Medium Fast, Amorphous, Water 1, 109, 81, 99, 66, 84, 32
619, Mienfoo, , Martial Arts, Fighting, , Inner Focus, Regenerator, Reckless, 0.9, 20, 180, 70, 70, 50, 25, Medium Slow, Field, Human-Like, 45, 85, 50, 55, 50, 65
620, Mienshao, , Martial Arts, Fighting, , Inner Focus, Regenerator, Reckless, 1.4, 35.5, 45, 70, 179, 50, 25, Medium Slow, Field, Human-Like, 65, 125, 60, 95, 60, 105
621, Druddigon, , Cave, Dragon, , Rough Skin, Sheer Force, Mold Breaker, 1.6, 139, 45, 70, 170, 50, 30, Medium Fast, Dragon, Monster, 77, 120, 90, 60, 90, 48
622, Golett, , Automaton, Ground, Ghost, Iron Fist, Klutz, No Guard, 1, 92, 190, 70, 61, , 25, Medium Fast, Mineral, , 59, 74, 50, 35, 50, 35
623, Golurk, , Automaton, Ground, Ghost, Iron Fist, Klutz, No Guard, 2.8, 330, 90, 70, 169, , 25, Medium Fast, Mineral, , 89, 124, 80, 55, 80, 55
624, Pawniard, , Sharp Blade, Dark, Steel, Defiant, Inner Focus, Pressure, 0.5, 10.2, 120, 35, 68, 50, 20, Medium Fast, Human-Like, , 45, 85, 70, 40, 40, 60
625, Bisharp, , Sword Blade, Dark, Steel, Defiant, Inner Focus, Pressure, 1.6, 70, 45, 35, 172, 50, 20, Medium Fast, Human-Like, , 65, 125, 100, 60, 70, 70
626, Bouffalant, , Bash Buffalo, Normal, , Reckless, Sap Sipper, Soundproof, 1.6, 94.6, 45, 70, 172, 50, 20, Medium Fast, Field, , 95, 110, 95, 40, 95, 55
627, Rufflet, , Eaglet, Normal, Flying, Keen Eye, Sheer Force, Hustle, 0.5, 10.5, 190, 70, 70, 100, 20, Slow, Flying, , 70, 83, 50, 37, 50, 60
628, Braviary, , Valiant, Normal, Flying, Keen Eye, Sheer Force, Defiant, 1.5, 41, 60, 70, 179, 100, 20, Slow, Flying, , 100, 123, 75, 57, 75, 80
